prompt_id,split,template_id,structure,io_name,s_name,prompt,answer,counterfactual_answer,answer_token_id,counterfactual_token_id
prompt_6a84d6a5055a76ab,test,baba_office,BABA,Brandon,Brenda,"While Brenda and Brandon worked in the office, Brenda passed a blue folder to",Brandon,Brenda,14328,49495
prompt_6c7812acb8453e8c,test,baba_office,BABA,Cynthia,Liam,"While Liam and Cynthia worked in the office, Liam passed a blue folder to",Cynthia,Liam,40897,31684
prompt_735b3e530394fe3c,test,baba_office,BABA,Christine,Daniel,"While Daniel and Christine worked in the office, Daniel passed a blue folder to",Christine,Daniel,26088,7806
prompt_7a8272f9eda73f5c,test,baba_office,BABA,Justin,Brandon,"While Brandon and Justin worked in the office, Brandon passed a blue folder to",Justin,Brandon,10799,14328
prompt_7dde99aa3859dcec,test,baba_office,BABA,Brandon,Cynthia,"While Cynthia and Brandon worked in the office, Cynthia passed a blue folder to",Brandon,Cynthia,14328,40897
prompt_7f018a0c2d3d9b24,test,baba_office,BABA,Justin,Erin,"While Erin and Justin worked in the office, Erin passed a blue folder to",Justin,Erin,10799,28894
prompt_83a6cdf35ba842e5,test,baba_office,BABA,Ronald,Liam,"While Liam and Ronald worked in the office, Liam passed a blue folder to",Ronald,Liam,14430,31684
prompt_876394361688fe0a,test,baba_office,BABA,Linda,Daniel,"While Daniel and Linda worked in the office, Daniel passed a blue folder to",Linda,Daniel,21776,7806
prompt_88d761d3d263d81f,test,baba_office,BABA,Brenda,Dorothy,"While Dorothy and Brenda worked in the office, Dorothy passed a blue folder to",Brenda,Dorothy,49495,40349
prompt_9a014299f2c33eb8,test,baba_office,BABA,Ronald,Dorothy,"While Dorothy and Ronald worked in the office, Dorothy passed a blue folder to",Ronald,Dorothy,14430,40349
prompt_9f7d0e5ab066081e,test,baba_office,BABA,Daniel,Sharon,"While Sharon and Daniel worked in the office, Sharon passed a blue folder to",Daniel,Sharon,7806,26918
prompt_a2eb71d030e8d16a,test,baba_office,BABA,Ronald,Erin,"While Erin and Ronald worked in the office, Erin passed a blue folder to",Ronald,Erin,14430,28894
prompt_a68c18a3eff3e0e2,test,baba_office,BABA,Andrea,Dorothy,"While Dorothy and Andrea worked in the office, Dorothy passed a blue folder to",Andrea,Dorothy,23174,40349
prompt_aea86a0a5d8f76a6,test,baba_office,BABA,Daniel,Alice,"While Alice and Daniel worked in the office, Alice passed a blue folder to",Daniel,Alice,7806,14862
prompt_b1b6d316c9286120,test,baba_office,BABA,Linda,Alice,"While Alice and Linda worked in the office, Alice passed a blue folder to",Linda,Alice,21776,14862
prompt_beaa79f0ff8d3f2f,test,baba_office,BABA,Brandon,Andrea,"While Andrea and Brandon worked in the office, Andrea passed a blue folder to",Brandon,Andrea,14328,23174
prompt_c0ce0350c4f97947,test,baba_office,BABA,Daniel,Erin,"While Erin and Daniel worked in the office, Erin passed a blue folder to",Daniel,Erin,7806,28894
prompt_c3109bd1afbac4ea,test,baba_office,BABA,Scott,Linda,"While Linda and Scott worked in the office, Linda passed a blue folder to",Scott,Linda,4746,21776
prompt_e8deda435a10468f,test,baba_office,BABA,Brenda,Brandon,"While Brandon and Brenda worked in the office, Brandon passed a blue folder to",Brenda,Brandon,49495,14328
prompt_e9a8f9f2b1848592,test,baba_office,BABA,Justin,Christine,"While Christine and Justin worked in the office, Christine passed a blue folder to",Justin,Christine,10799,26088
prompt_fa392166b4dade7e,test,baba_office,BABA,Alice,Andrea,"While Andrea and Alice worked in the office, Andrea passed a blue folder to",Alice,Andrea,14862,23174
prompt_ffe9ea4fadb01729,test,baba_office,BABA,Brenda,Liam,"While Liam and Brenda worked in the office, Liam passed a blue folder to",Brenda,Liam,49495,31684
prompt_0e0628b39e6cdffc,test,baba_park,BABA,Brandon,Alice,"After Alice and Brandon visited the park, Alice handed a folded map to",Brandon,Alice,14328,14862
prompt_1311c07d79aa9ed9,test,baba_park,BABA,Denise,Dorothy,"After Dorothy and Denise visited the park, Dorothy handed a folded map to",Denise,Dorothy,43596,40349
prompt_184cc78f7d2b0e1e,test,baba_park,BABA,Sharon,Erin,"After Erin and Sharon visited the park, Erin handed a folded map to",Sharon,Erin,26918,28894
prompt_1c6195da95e2bc46,test,baba_park,BABA,Brenda,Erin,"After Erin and Brenda visited the park, Erin handed a folded map to",Brenda,Erin,49495,28894
prompt_35bdffbcb4c41e1f,test,baba_park,BABA,Alice,Cynthia,"After Cynthia and Alice visited the park, Cynthia handed a folded map to",Alice,Cynthia,14862,40897
prompt_3b08d0991e9f8469,test,baba_park,BABA,Linda,Daniel,"After Daniel and Linda visited the park, Daniel handed a folded map to",Linda,Daniel,21776,7806
prompt_3f7f040eb524f611,test,baba_park,BABA,Alice,Denise,"After Denise and Alice visited the park, Denise handed a folded map to",Alice,Denise,14862,43596
prompt_4316cde9695677b9,test,baba_park,BABA,Justin,Dorothy,"After Dorothy and Justin visited the park, Dorothy handed a folded map to",Justin,Dorothy,10799,40349
prompt_499f3ac52d214023,test,baba_park,BABA,Dorothy,Cynthia,"After Cynthia and Dorothy visited the park, Cynthia handed a folded map to",Dorothy,Cynthia,40349,40897
prompt_4a7e959e0dee5dc4,test,baba_park,BABA,Denise,Brenda,"After Brenda and Denise visited the park, Brenda handed a folded map to",Denise,Brenda,43596,49495
prompt_58f6c8931507f934,test,baba_park,BABA,Brenda,Dorothy,"After Dorothy and Brenda visited the park, Dorothy handed a folded map to",Brenda,Dorothy,49495,40349
prompt_63f0a075216e2c6a,test,baba_park,BABA,Dorothy,Scott,"After Scott and Dorothy visited the park, Scott handed a folded map to",Dorothy,Scott,40349,4746
prompt_79bb050867d5e8bc,test,baba_park,BABA,Brandon,Brenda,"After Brenda and Brandon visited the park, Brenda handed a folded map to",Brandon,Brenda,14328,49495
prompt_7b8e9ca736758857,test,baba_park,BABA,Sharon,Daniel,"After Daniel and Sharon visited the park, Daniel handed a folded map to",Sharon,Daniel,26918,7806
prompt_805c93eea7dd5538,test,baba_park,BABA,Dorothy,Andrea,"After Andrea and Dorothy visited the park, Andrea handed a folded map to",Dorothy,Andrea,40349,23174
prompt_8a205950072d02ed,test,baba_park,BABA,Dorothy,Justin,"After Justin and Dorothy visited the park, Justin handed a folded map to",Dorothy,Justin,40349,10799
prompt_8cf0cf3ed0ca1545,test,baba_park,BABA,Andrea,Liam,"After Liam and Andrea visited the park, Liam handed a folded map to",Andrea,Liam,23174,31684
prompt_a14d1ca1ee81f5ac,test,baba_park,BABA,Alice,Dorothy,"After Dorothy and Alice visited the park, Dorothy handed a folded map to",Alice,Dorothy,14862,40349
prompt_a956f93bd9585cef,test,baba_park,BABA,Daniel,Liam,"After Liam and Daniel visited the park, Liam handed a folded map to",Daniel,Liam,7806,31684
prompt_aa323d1c2ff291ba,test,baba_park,BABA,Christine,Alice,"After Alice and Christine visited the park, Alice handed a folded map to",Christine,Alice,26088,14862
prompt_ac1bc10d10ef1154,test,baba_park,BABA,Daniel,Brandon,"After Brandon and Daniel visited the park, Brandon handed a folded map to",Daniel,Brandon,7806,14328
prompt_b1a2d1656cef9eab,test,baba_park,BABA,Brandon,Erin,"After Erin and Brandon visited the park, Erin handed a folded map to",Brandon,Erin,14328,28894
prompt_b7ae4947d9fb0b12,test,baba_park,BABA,Denise,Justin,"After Justin and Denise visited the park, Justin handed a folded map to",Denise,Justin,43596,10799
prompt_bc77704b85a5ad41,test,baba_park,BABA,Daniel,Christine,"After Christine and Daniel visited the park, Christine handed a folded map to",Daniel,Christine,7806,26088
prompt_bdb69cedfc504029,test,baba_park,BABA,Justin,Cynthia,"After Cynthia and Justin visited the park, Cynthia handed a folded map to",Justin,Cynthia,10799,40897
prompt_c1cb10c9c4b70729,test,baba_park,BABA,Justin,Liam,"After Liam and Justin visited the park, Liam handed a folded map to",Justin,Liam,10799,31684
prompt_ec1e88287fc307fc,test,baba_park,BABA,Liam,Sharon,"After Sharon and Liam visited the park, Sharon handed a folded map to",Liam,Sharon,31684,26918
prompt_ed494c8661de6e01,test,baba_park,BABA,Scott,Andrea,"After Andrea and Scott visited the park, Andrea handed a folded map to",Scott,Andrea,4746,23174
prompt_f326790cd8012caf,test,baba_park,BABA,Ronald,Alice,"After Alice and Ronald visited the park, Alice handed a folded map to",Ronald,Alice,14430,14862
prompt_f7b624bc764bebfd,test,baba_park,BABA,Scott,Brenda,"After Brenda and Scott visited the park, Brenda handed a folded map to",Scott,Brenda,4746,49495
prompt_fd039184b7108951,test,baba_park,BABA,Brandon,Christine,"After Christine and Brandon visited the park, Christine handed a folded map to",Brandon,Christine,14328,26088
prompt_fe7609fe878a4166,test,baba_park,BABA,Scott,Cynthia,"After Cynthia and Scott visited the park, Cynthia handed a folded map to",Scott,Cynthia,4746,40897
prompt_157f731e39f2dc4c,test,baba_store,BABA,Justin,Cynthia,"When Cynthia and Justin went to the store, Cynthia gave a bottle of milk to",Justin,Cynthia,10799,40897
prompt_1812fd0dabbecb76,test,baba_store,BABA,Cynthia,Brandon,"When Brandon and Cynthia went to the store, Brandon gave a bottle of milk to",Cynthia,Brandon,40897,14328
prompt_198325629994c223,test,baba_store,BABA,Denise,Brandon,"When Brandon and Denise went to the store, Brandon gave a bottle of milk to",Denise,Brandon,43596,14328
prompt_1bbe1353a42b521d,test,baba_store,BABA,Alice,Justin,"When Justin and Alice went to the store, Justin gave a bottle of milk to",Alice,Justin,14862,10799
prompt_1fba0f1137ee9f76,test,baba_store,BABA,Sharon,Christine,"When Christine and Sharon went to the store, Christine gave a bottle of milk to",Sharon,Christine,26918,26088
prompt_22db91b9e7790b2f,test,baba_store,BABA,Linda,Alice,"When Alice and Linda went to the store, Alice gave a bottle of milk to",Linda,Alice,21776,14862
prompt_271a07e7862df7a0,test,baba_store,BABA,Daniel,Liam,"When Liam and Daniel went to the store, Liam gave a bottle of milk to",Daniel,Liam,7806,31684
prompt_33bf574c7ad10677,test,baba_store,BABA,Sharon,Brandon,"When Brandon and Sharon went to the store, Brandon gave a bottle of milk to",Sharon,Brandon,26918,14328
prompt_38636efa786c1640,test,baba_store,BABA,Christine,Alice,"When Alice and Christine went to the store, Alice gave a bottle of milk to",Christine,Alice,26088,14862
prompt_3a07c03632cceaf1,test,baba_store,BABA,Denise,Justin,"When Justin and Denise went to the store, Justin gave a bottle of milk to",Denise,Justin,43596,10799
prompt_3bf7d58acc9e3a48,test,baba_store,BABA,Liam,Daniel,"When Daniel and Liam went to the store, Daniel gave a bottle of milk to",Liam,Daniel,31684,7806
prompt_4c7709c1dbff3554,test,baba_store,BABA,Alice,Sharon,"When Sharon and Alice went to the store, Sharon gave a bottle of milk to",Alice,Sharon,14862,26918
prompt_4d18c8bafcdfd20f,test,baba_store,BABA,Dorothy,Scott,"When Scott and Dorothy went to the store, Scott gave a bottle of milk to",Dorothy,Scott,40349,4746
prompt_51f79edbc8ba5e44,test,baba_store,BABA,Brenda,Denise,"When Denise and Brenda went to the store, Denise gave a bottle of milk to",Brenda,Denise,49495,43596
prompt_560fc1b9a1807a03,test,baba_store,BABA,Brandon,Brenda,"When Brenda and Brandon went to the store, Brenda gave a bottle of milk to",Brandon,Brenda,14328,49495
prompt_577198ff0bc474d3,test,baba_store,BABA,Denise,Cynthia,"When Cynthia and Denise went to the store, Cynthia gave a bottle of milk to",Denise,Cynthia,43596,40897
prompt_68096ceec8ce8191,test,baba_store,BABA,Linda,Christine,"When Christine and Linda went to the store, Christine gave a bottle of milk to",Linda,Christine,21776,26088
prompt_751fbbca04c5d59c,test,baba_store,BABA,Daniel,Dorothy,"When Dorothy and Daniel went to the store, Dorothy gave a bottle of milk to",Daniel,Dorothy,7806,40349
prompt_754a415c5b4248c2,test,baba_store,BABA,Liam,Sharon,"When Sharon and Liam went to the store, Sharon gave a bottle of milk to",Liam,Sharon,31684,26918
prompt_7679bfccb18031ad,test,baba_store,BABA,Linda,Cynthia,"When Cynthia and Linda went to the store, Cynthia gave a bottle of milk to",Linda,Cynthia,21776,40897
prompt_8348829be23f58be,test,baba_store,BABA,Denise,Dorothy,"When Dorothy and Denise went to the store, Dorothy gave a bottle of milk to",Denise,Dorothy,43596,40349
prompt_8c9907897f66cf81,test,baba_store,BABA,Dorothy,Alice,"When Alice and Dorothy went to the store, Alice gave a bottle of milk to",Dorothy,Alice,40349,14862
prompt_9002a1392e526612,test,baba_store,BABA,Daniel,Justin,"When Justin and Daniel went to the store, Justin gave a bottle of milk to",Daniel,Justin,7806,10799
prompt_944d0baf5b539dd8,test,baba_store,BABA,Ronald,Christine,"When Christine and Ronald went to the store, Christine gave a bottle of milk to",Ronald,Christine,14430,26088
prompt_a17b295cbe724f8f,test,baba_store,BABA,Scott,Daniel,"When Daniel and Scott went to the store, Daniel gave a bottle of milk to",Scott,Daniel,4746,7806
prompt_a180d9711ff1012b,test,baba_store,BABA,Ronald,Justin,"When Justin and Ronald went to the store, Justin gave a bottle of milk to",Ronald,Justin,14430,10799
prompt_aab07ec0c85f7a42,test,baba_store,BABA,Linda,Erin,"When Erin and Linda went to the store, Erin gave a bottle of milk to",Linda,Erin,21776,28894
prompt_d497365f0f82753e,test,baba_store,BABA,Ronald,Brandon,"When Brandon and Ronald went to the store, Brandon gave a bottle of milk to",Ronald,Brandon,14430,14328
prompt_d6615813b16292d0,test,baba_store,BABA,Brenda,Dorothy,"When Dorothy and Brenda went to the store, Dorothy gave a bottle of milk to",Brenda,Dorothy,49495,40349
prompt_ec796f0698f77c46,test,baba_store,BABA,Cynthia,Sharon,"When Sharon and Cynthia went to the store, Sharon gave a bottle of milk to",Cynthia,Sharon,40897,26918
prompt_f65ce76a540465e0,test,baba_store,BABA,Brandon,Liam,"When Liam and Brandon went to the store, Liam gave a bottle of milk to",Brandon,Liam,14328,31684
prompt_f812874cda9f3364,test,baba_store,BABA,Andrea,Dorothy,"When Dorothy and Andrea went to the store, Dorothy gave a bottle of milk to",Andrea,Dorothy,23174,40349
prompt_10f3e65985220f46,train,abba_meeting,ABBA,Stephen,Angela,"Because Stephen and Angela attended the meeting, Angela sent a short note to",Stephen,Angela,7970,17799
prompt_120ae0a15b0b4c49,train,abba_meeting,ABBA,Angela,Eric,"Because Angela and Eric attended the meeting, Eric sent a short note to",Angela,Eric,17799,7651
prompt_23a88fa54bda51fc,train,abba_meeting,ABBA,Bob,Nicholas,"Because Bob and Nicholas attended the meeting, Nicholas sent a short note to",Bob,Nicholas,5811,20320
prompt_2603c84f071ec05c,train,abba_meeting,ABBA,Janet,Stephen,"Because Janet and Stephen attended the meeting, Stephen sent a short note to",Janet,Stephen,28111,7970
prompt_2995c155f2b81c31,train,abba_meeting,ABBA,Kevin,Larry,"Because Kevin and Larry attended the meeting, Larry sent a short note to",Kevin,Larry,7939,13633
prompt_35ac770131df66dc,train,abba_meeting,ABBA,Angela,James,"Because Angela and James attended the meeting, James sent a short note to",Angela,James,17799,3700
prompt_365d7a764459451a,train,abba_meeting,ABBA,Laura,Brian,"Because Laura and Brian attended the meeting, Brian sent a short note to",Laura,Brian,16753,8403
prompt_41a009d06486c4a1,train,abba_meeting,ABBA,Edward,Robert,"Because Edward and Robert attended the meeting, Robert sent a short note to",Edward,Robert,10443,5199
prompt_465b9bddfb2efb92,train,abba_meeting,ABBA,Ann,Edward,"Because Ann and Edward attended the meeting, Edward sent a short note to",Ann,Edward,5506,10443
prompt_6f4a7f0b4a6e6c28,train,abba_meeting,ABBA,Stephen,Bob,"Because Stephen and Bob attended the meeting, Bob sent a short note to",Stephen,Bob,7970,5811
prompt_9c891c99d090813b,train,abba_meeting,ABBA,Eric,Nicholas,"Because Eric and Nicholas attended the meeting, Nicholas sent a short note to",Eric,Nicholas,7651,20320
prompt_9e16e79570b7cdcb,train,abba_meeting,ABBA,Larry,Janet,"Because Larry and Janet attended the meeting, Janet sent a short note to",Larry,Janet,13633,28111
prompt_9ee10856923304f3,train,abba_meeting,ABBA,Edward,Kevin,"Because Edward and Kevin attended the meeting, Kevin sent a short note to",Edward,Kevin,10443,7939
prompt_a00c0a153979b31f,train,abba_meeting,ABBA,James,Ann,"Because James and Ann attended the meeting, Ann sent a short note to",James,Ann,3700,5506
prompt_a951fd5b4e7d2628,train,abba_meeting,ABBA,Laura,Robert,"Because Laura and Robert attended the meeting, Robert sent a short note to",Laura,Robert,16753,5199
prompt_b4212c912f8aa8e2,train,abba_meeting,ABBA,Robert,Kevin,"Because Robert and Kevin attended the meeting, Kevin sent a short note to",Robert,Kevin,5199,7939
prompt_bb58ac651fbb8861,train,abba_meeting,ABBA,Laura,Larry,"Because Laura and Larry attended the meeting, Larry sent a short note to",Laura,Larry,16753,13633
prompt_d0e9dfd38a3c3d2a,train,abba_meeting,ABBA,Kevin,Angela,"Because Kevin and Angela attended the meeting, Angela sent a short note to",Kevin,Angela,7939,17799
prompt_d18a8f7ff37fe6ef,train,abba_meeting,ABBA,Kevin,Eric,"Because Kevin and Eric attended the meeting, Eric sent a short note to",Kevin,Eric,7939,7651
prompt_da706470c8843473,train,abba_meeting,ABBA,George,Laura,"Because George and Laura attended the meeting, Laura sent a short note to",George,Laura,4502,16753
prompt_e707124aa857e47e,train,abba_meeting,ABBA,Stephen,George,"Because Stephen and George attended the meeting, George sent a short note to",Stephen,George,7970,4502
prompt_e89ec6a22c3387e0,train,abba_meeting,ABBA,Robert,Ann,"Because Robert and Ann attended the meeting, Ann sent a short note to",Robert,Ann,5199,5506
prompt_ed61d9b0bd958b4f,train,abba_meeting,ABBA,Larry,Brian,"Because Larry and Brian attended the meeting, Brian sent a short note to",Larry,Brian,13633,8403
prompt_eef5bd66d780d8b2,train,abba_meeting,ABBA,Laura,Angela,"Because Laura and Angela attended the meeting, Angela sent a short note to",Laura,Angela,16753,17799
prompt_0c885cce3d76f599,train,abba_office,ABBA,Larry,James,"While Larry and James worked in the office, James passed a blue folder to",Larry,James,13633,3700
prompt_240838cba312d223,train,abba_office,ABBA,Edward,Ann,"While Edward and Ann worked in the office, Ann passed a blue folder to",Edward,Ann,10443,5506
prompt_28b2ab12df0e886e,train,abba_office,ABBA,Angela,Brian,"While Angela and Brian worked in the office, Brian passed a blue folder to",Angela,Brian,17799,8403
prompt_2b8eac598de9cdd0,train,abba_office,ABBA,Edward,Stephen,"While Edward and Stephen worked in the office, Stephen passed a blue folder to",Edward,Stephen,10443,7970
prompt_41f8c7744978d2b3,train,abba_office,ABBA,Stephen,Kevin,"While Stephen and Kevin worked in the office, Kevin passed a blue folder to",Stephen,Kevin,7970,7939
prompt_4d0c27e98935038d,train,abba_office,ABBA,James,Janet,"While James and Janet worked in the office, Janet passed a blue folder to",James,Janet,3700,28111
prompt_4ec93a6ff50cd383,train,abba_office,ABBA,Kevin,Laura,"While Kevin and Laura worked in the office, Laura passed a blue folder to",Kevin,Laura,7939,16753
prompt_5694eefdf1125068,train,abba_office,ABBA,Ann,Kevin,"While Ann and Kevin worked in the office, Kevin passed a blue folder to",Ann,Kevin,5506,7939
prompt_5716cf8334cb0a81,train,abba_office,ABBA,Nicholas,Angela,"While Nicholas and Angela worked in the office, Angela passed a blue folder to",Nicholas,Angela,20320,17799
prompt_69569cde299f2eba,train,abba_office,ABBA,Janet,Henry,"While Janet and Henry worked in the office, Henry passed a blue folder to",Janet,Henry,28111,8616
prompt_6a4fd12b15d40780,train,abba_office,ABBA,George,James,"While George and James worked in the office, James passed a blue folder to",George,James,4502,3700
prompt_6e30ab599ac8930e,train,abba_office,ABBA,James,Kevin,"While James and Kevin worked in the office, Kevin passed a blue folder to",James,Kevin,3700,7939
prompt_721917517c46082f,train,abba_office,ABBA,Brian,Angela,"While Brian and Angela worked in the office, Angela passed a blue folder to",Brian,Angela,8403,17799
prompt_8229209f43d016e5,train,abba_office,ABBA,Angela,Eric,"While Angela and Eric worked in the office, Eric passed a blue folder to",Angela,Eric,17799,7651
prompt_8433587cc95c7d0c,train,abba_office,ABBA,Robert,Kevin,"While Robert and Kevin worked in the office, Kevin passed a blue folder to",Robert,Kevin,5199,7939
prompt_8b6c112e26f93564,train,abba_office,ABBA,Laura,Janet,"While Laura and Janet worked in the office, Janet passed a blue folder to",Laura,Janet,16753,28111
prompt_97ffcede70c31c67,train,abba_office,ABBA,Bob,Robert,"While Bob and Robert worked in the office, Robert passed a blue folder to",Bob,Robert,5811,5199
prompt_9eaf1b436b38b5d5,train,abba_office,ABBA,Henry,Nicholas,"While Henry and Nicholas worked in the office, Nicholas passed a blue folder to",Henry,Nicholas,8616,20320
prompt_a104026c50dc52a5,train,abba_office,ABBA,James,Larry,"While James and Larry worked in the office, Larry passed a blue folder to",James,Larry,3700,13633
prompt_a1546cf8b5e350f2,train,abba_office,ABBA,George,Nicholas,"While George and Nicholas worked in the office, Nicholas passed a blue folder to",George,Nicholas,4502,20320
prompt_aaaf5c2b5a867683,train,abba_office,ABBA,Edward,Janet,"While Edward and Janet worked in the office, Janet passed a blue folder to",Edward,Janet,10443,28111
prompt_dd99e9e637e6535f,train,abba_office,ABBA,Edward,Eric,"While Edward and Eric worked in the office, Eric passed a blue folder to",Edward,Eric,10443,7651
prompt_df4b93000b99fd11,train,abba_office,ABBA,Angela,Laura,"While Angela and Laura worked in the office, Laura passed a blue folder to",Angela,Laura,17799,16753
prompt_e90e4b470eecea50,train,abba_office,ABBA,Eric,Kevin,"While Eric and Kevin worked in the office, Kevin passed a blue folder to",Eric,Kevin,7651,7939
prompt_03c2cc92b3c4af97,train,abba_park,ABBA,James,Larry,"After James and Larry visited the park, Larry handed a folded map to",James,Larry,3700,13633
prompt_0b4a606e686e16cd,train,abba_park,ABBA,Janet,George,"After Janet and George visited the park, George handed a folded map to",Janet,George,28111,4502
prompt_0b7a95cb5bc2f264,train,abba_park,ABBA,Edward,Nicholas,"After Edward and Nicholas visited the park, Nicholas handed a folded map to",Edward,Nicholas,10443,20320
prompt_1b38dd8782de55f1,train,abba_park,ABBA,Edward,Janet,"After Edward and Janet visited the park, Janet handed a folded map to",Edward,Janet,10443,28111
prompt_2191f771cbfe55b7,train,abba_park,ABBA,Robert,George,"After Robert and George visited the park, George handed a folded map to",Robert,George,5199,4502
prompt_3817aa98d9816869,train,abba_park,ABBA,Nicholas,Bob,"After Nicholas and Bob visited the park, Bob handed a folded map to",Nicholas,Bob,20320,5811
prompt_4035ab5e6b42076a,train,abba_park,ABBA,Nicholas,Angela,"After Nicholas and Angela visited the park, Angela handed a folded map to",Nicholas,Angela,20320,17799
prompt_41d456092bf8742b,train,abba_park,ABBA,Ann,George,"After Ann and George visited the park, George handed a folded map to",Ann,George,5506,4502
prompt_4f2cb3493a1d4db2,train,abba_park,ABBA,Brian,Henry,"After Brian and Henry visited the park, Henry handed a folded map to",Brian,Henry,8403,8616
prompt_6046138106bc1e87,train,abba_park,ABBA,Bob,Ann,"After Bob and Ann visited the park, Ann handed a folded map to",Bob,Ann,5811,5506
prompt_64a1a0d989a75ae1,train,abba_park,ABBA,Kevin,Brian,"After Kevin and Brian visited the park, Brian handed a folded map to",Kevin,Brian,7939,8403
prompt_6fc2c50498a538da,train,abba_park,ABBA,Angela,Henry,"After Angela and Henry visited the park, Henry handed a folded map to",Angela,Henry,17799,8616
prompt_8432c882f29cad0d,train,abba_park,ABBA,Edward,Laura,"After Edward and Laura visited the park, Laura handed a folded map to",Edward,Laura,10443,16753
prompt_90a6f4ecd7844a6e,train,abba_park,ABBA,Ann,Bob,"After Ann and Bob visited the park, Bob handed a folded map to",Ann,Bob,5506,5811
prompt_972229987a42600c,train,abba_park,ABBA,Robert,Kevin,"After Robert and Kevin visited the park, Kevin handed a folded map to",Robert,Kevin,5199,7939
prompt_a3dd993e12c62816,train,abba_park,ABBA,Stephen,Kevin,"After Stephen and Kevin visited the park, Kevin handed a folded map to",Stephen,Kevin,7970,7939
prompt_af1127d82d4bac08,train,abba_park,ABBA,Eric,Stephen,"After Eric and Stephen visited the park, Stephen handed a folded map to",Eric,Stephen,7651,7970
prompt_b6089e09068efd18,train,abba_park,ABBA,Nicholas,Janet,"After Nicholas and Janet visited the park, Janet handed a folded map to",Nicholas,Janet,20320,28111
prompt_b6a9447e4a090fb4,train,abba_park,ABBA,Robert,Bob,"After Robert and Bob visited the park, Bob handed a folded map to",Robert,Bob,5199,5811
prompt_baa295453883a92b,train,abba_park,ABBA,Bob,Janet,"After Bob and Janet visited the park, Janet handed a folded map to",Bob,Janet,5811,28111
prompt_c808202af5317ffb,train,abba_park,ABBA,Henry,Kevin,"After Henry and Kevin visited the park, Kevin handed a folded map to",Henry,Kevin,8616,7939
prompt_da13249de803f474,train,abba_park,ABBA,Stephen,James,"After Stephen and James visited the park, James handed a folded map to",Stephen,James,7970,3700
prompt_ea5408ad8574b940,train,abba_park,ABBA,Brian,Laura,"After Brian and Laura visited the park, Laura handed a folded map to",Brian,Laura,8403,16753
prompt_f0dc0c0ca345b5a2,train,abba_park,ABBA,Laura,James,"After Laura and James visited the park, James handed a folded map to",Laura,James,16753,3700
prompt_082cd583e65ba522,train,abba_store,ABBA,Kevin,Henry,"When Kevin and Henry went to the store, Henry gave a bottle of milk to",Kevin,Henry,7939,8616
prompt_175c9f41c77f7c8a,train,abba_store,ABBA,Janet,Brian,"When Janet and Brian went to the store, Brian gave a bottle of milk to",Janet,Brian,28111,8403
prompt_232f47178a7a2086,train,abba_store,ABBA,Larry,Brian,"When Larry and Brian went to the store, Brian gave a bottle of milk to",Larry,Brian,13633,8403
prompt_41b4bf9129fec0e1,train,abba_store,ABBA,Ann,James,"When Ann and James went to the store, James gave a bottle of milk to",Ann,James,5506,3700
prompt_45f7220f5104f1e1,train,abba_store,ABBA,Janet,Nicholas,"When Janet and Nicholas went to the store, Nicholas gave a bottle of milk to",Janet,Nicholas,28111,20320
prompt_48bd9f7be95f7a9f,train,abba_store,ABBA,Angela,James,"When Angela and James went to the store, James gave a bottle of milk to",Angela,James,17799,3700
prompt_574c11f64315f17a,train,abba_store,ABBA,Brian,Angela,"When Brian and Angela went to the store, Angela gave a bottle of milk to",Brian,Angela,8403,17799
prompt_5fa45a5453b67009,train,abba_store,ABBA,Kevin,Ann,"When Kevin and Ann went to the store, Ann gave a bottle of milk to",Kevin,Ann,7939,5506
prompt_6fe06ce42dec5110,train,abba_store,ABBA,Bob,Edward,"When Bob and Edward went to the store, Edward gave a bottle of milk to",Bob,Edward,5811,10443
prompt_743c532dde979864,train,abba_store,ABBA,Robert,Larry,"When Robert and Larry went to the store, Larry gave a bottle of milk to",Robert,Larry,5199,13633
prompt_8b95f90971e6ca7d,train,abba_store,ABBA,James,Laura,"When James and Laura went to the store, Laura gave a bottle of milk to",James,Laura,3700,16753
prompt_8c5e9acc66ccd832,train,abba_store,ABBA,Angela,Bob,"When Angela and Bob went to the store, Bob gave a bottle of milk to",Angela,Bob,17799,5811
prompt_8f1d3d76cf333310,train,abba_store,ABBA,Stephen,Bob,"When Stephen and Bob went to the store, Bob gave a bottle of milk to",Stephen,Bob,7970,5811
prompt_91299fd19d502ae2,train,abba_store,ABBA,Eric,Janet,"When Eric and Janet went to the store, Janet gave a bottle of milk to",Eric,Janet,7651,28111
prompt_925794d21fd4d416,train,abba_store,ABBA,Janet,Robert,"When Janet and Robert went to the store, Robert gave a bottle of milk to",Janet,Robert,28111,5199
prompt_9c81cf44e14faa0e,train,abba_store,ABBA,Laura,George,"When Laura and George went to the store, George gave a bottle of milk to",Laura,George,16753,4502
prompt_a5912fbd45f5ac26,train,abba_store,ABBA,Stephen,Henry,"When Stephen and Henry went to the store, Henry gave a bottle of milk to",Stephen,Henry,7970,8616
prompt_a7496f4d0d51de8d,train,abba_store,ABBA,Robert,Nicholas,"When Robert and Nicholas went to the store, Nicholas gave a bottle of milk to",Robert,Nicholas,5199,20320
prompt_b0153651e2378ce0,train,abba_store,ABBA,Laura,Ann,"When Laura and Ann went to the store, Ann gave a bottle of milk to",Laura,Ann,16753,5506
