example_idx,delta_integrated_squared_error_fo_minus_lifted,delta_integrated_absolute_error_fo_minus_lifted,delta_final_target_abs_error_fo_minus_lifted,delta_final_target_squared_error_fo_minus_lifted,delta_cumulative_collateral_abs_fo_minus_lifted,delta_final_collateral_abs_fo_minus_lifted,delta_actuation_energy_l1_fo_minus_lifted,delta_observer_bias_abs_mean_fo_minus_lifted,delta_max_abs_error_fo_minus_lifted,delta_final_over_initial_squared_error_fo_minus_lifted
113,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
114,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
115,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
116,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
117,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
118,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
119,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
120,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
121,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
122,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
123,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
124,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
125,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
126,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
127,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
128,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
129,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
130,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
131,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
132,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
133,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
134,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
135,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
136,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
137,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
138,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
139,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
140,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
141,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
142,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
143,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
144,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
145,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
146,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
147,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
148,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
149,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
150,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
151,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
152,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
153,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
154,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
155,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
156,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
157,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
158,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
159,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
160,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
161,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
162,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
163,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
164,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
165,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
166,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
167,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
168,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
169,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
170,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
171,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
172,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
173,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
174,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
175,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
176,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
177,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
178,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
179,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
180,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
181,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
182,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
183,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
184,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
185,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
186,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
187,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
188,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
189,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
190,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
191,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
192,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
193,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
194,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
